"Generation","Sugar"
"Teenager",101.351496505804
"Teenager",99.0746447820608
"Teenager",111.227366982719
"Teenager",93.7957415993247
"Teenager",129.328179753038
"Teenager",157.180204793155
"Teenager",66.7521098605947
"Teenager",121.58868478548
"Teenager",91.2422598394746
"Teenager",46.071585340619
"Teenager",91.2980639965235
"Teenager",29.0020068308493
"Teenager",57.9668365114883
"Teenager",47.2945200420226
"Teenager",165.711377815071
"Teenager",74.1797084525374
"Teenager",131.525735091964
"Teenager",105.528606114797
"Teenager",35.4972203393445
"Teenager",86.6471759679498
"Teenager",89.4494678011865
"Teenager",73.4928896724002
"Teenager",58.5021030982962
"Teenager",150.07180269704
"Teenager",152.201176215489
"Teenager",160.170140313
"Teenager",33.4580090637516
"Teenager",90.5005221493959
"Teenager",119.686134624916
"Teenager",113.802432288879
"Teenager",110.97242060469
"Teenager",98.1068526722258
"Teenager",108.298879614387
"Teenager",136.920063716707
"Teenager",129.25536442476
"Teenager",60.2966357657492
"Teenager",96.3671676585896
"Teenager",71.2123350266995
"Teenager",107.355165470217
"Teenager",73.5341803925457
"Teenager",89.3377646675143
"Teenager",119.081514922502
"Teenager",85.950086986552
"Teenager",77.4446765696682
"Teenager",124.02744887717
"Teenager",86.744431530449
"Teenager",112.129516508231
"Teenager",132.899046219472
"Teenager",117.847688242359
"Teenager",73.9005048284534
"Teenager",38.0734230938418
"Teenager",104.027773792866
"Teenager",127.149266676079
"Teenager",92.176464796098
"Teenager",73.9762453452511
"Teenager",124.389216982339
"Teenager",116.452442386618
"Teenager",120.667796009644
"Teenager",69.0859730336513
"Teenager",51.5035662300794
"Teenager",133.16705238307
"Teenager",107.676471433176
"Teenager",111.605580261684
"Teenager",77.8842274859733
"Teenager",143.451356622623
"Teenager",88.6127442574014
"Teenager",99.9676626479852
"Teenager",174.725593373566
"Teenager",115.033768814796
"Teenager",156.85042381323
"Teenager",65.5331792882205
"Teenager",87.3410525666761
"Teenager",111.864775000523
"Teenager",97.8579542921724
"Teenager",93.6576852836459
"Teenager",108.404494926628
"Teenager",140.361887631918
"Teenager",124.185851837458
"Teenager",89.6464246245645
"Teenager",71.4100699020261
"Teenager",133.413114750513
"Teenager",132.80145886712
"Teenager",88.4581041711915
"Teenager",162.226621178432
"Teenager",66.1862255185765
"Teenager",98.501498261901
"Teenager",53.7303888257836
"Teenager",146.549355789032
"Teenager",41.44463268796
"Teenager",65.4996093218645
"Teenager",128.520749152238
"Teenager",77.3184494656873
"Teenager",146.668204560109
"Teenager",91.3915502534365
"Teenager",129.122339960817
"Teenager",103.606230315803
"Teenager",107.288842880172
"Teenager",97.9636638030353
"Teenager",76.0000611635107
"Teenager",80.3956324466998
"Adult",72.893691297715
"Adult",64.5016785572037
"Adult",77.3556023760837
"Adult",59.4960659654943
"Adult",45.4814006164082
"Adult",66.9859166971493
"Adult",95.0208833134912
"Adult",23.0335822602508
"Adult",67.1907163574318
"Adult",73.0173586255998
"Adult",22.7051820958731
"Adult",69.8923094182802
"Adult",79.1029913468431
"Adult",113.24790271586
"Adult",20.0799990047948
"Adult",114.350109122162
"Adult",123.192076806113
"Adult",76.7513212605128
"Adult",25.3897908907463
"Adult",91.0630046083224
"Adult",93.2822922868292
"Adult",120.175394510637
"Adult",63.2171582809154
"Adult",110.877982269077
"Adult",131.3034267015
"Adult",86.3627541737879
"Adult",85.7494051505247
"Adult",34.6419868294198
"Adult",118.761714359009
"Adult",79.3557110579439
"Adult",10.1481158680706
"Adult",100.752631307335
"Adult",96.153313421434
"Adult",39.1243347143081
"Adult",82.061925408936
"Adult",82.7660168360137
"Adult",70.2870575386957
"Adult",33.0579197895487
"Adult",96.9561585472027
"Adult",78.0853931910802
"Adult",105.359374176975
"Adult",121.031453109358
"Adult",16.6763904408243
"Adult",60.5467157603525
"Adult",63.0028988173254
"Adult",107.136487078028
"Adult",74.5436944689012
"Adult",62.2213061032769
"Adult",52.0159843772721
"Adult",103.470818834664
"Adult",85.7119674982615
"Adult",33.4101338137504
"Adult",148.328912517258
"Adult",48.951410272748
"Adult",75.3707927488536
"Adult",70.3231885483522
"Adult",125.110271153899
"Adult",22.2944680297875
"Adult",105.865097011804
"Adult",55.9524632077847
"Adult",49.0075637196093
"Adult",55.7070967266186
"Adult",79.809581216691
"Adult",86.0545067311134
"Adult",38.313950791807
"Adult",57.2578692368478
"Adult",39.9207320146271
"Adult",156.812395907555
"Adult",62.6931384638831
"Adult",88.9116024306594
"Adult",91.7601516778076
"Adult",110.57243197803
"Adult",77.2001266988349
"Adult",17.7446502476861
"Adult",72.1346410334305
"Adult",32.0661889759963
"Adult",21.7234422092953
"Adult",124.449301752561
"Adult",41.0383405741967
"Adult",98.1069206280607
"Adult",74.4045529301837
"Adult",108.190887809041
"Adult",103.399030015644
"Adult",142.236882519925
"Adult",76.9724219891387
"Adult",172.074225750862
"Adult",31.4304193195438
"Adult",72.9560368703963
"Adult",50.4258920355646
"Adult",74.2215165160013
"Adult",108.627842138465
"Adult",56.4667035465257
"Adult",154.47423019466
"Adult",73.7436129737918
"Adult",56.8622895831636
"Adult",80.8869898813716
"Adult",101.402849596848
"Adult",72.4680286590148
"Adult",109.521943744889
"Adult",65.888229438404
